seed_id,seed_keyword,stage1_decision,report_id,title,org_name,industry_name,page_num,pub_time,pub_time_str,view_url,paragraph_hit_count,local_relevance_score,matched_title_keywords,matched_preferred_keywords,rejection_reason,stage1_title_filter_passed,next_stage
S06,组合再平衡,rejected,5529229,ETF资产配置月报：结构分化下的配置再平衡,东方证券,,28,1783872000,2026/07/13/,https://www.fxbaogao.com/view?id=5529229,6,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5512532,CMF2026中国宏观经济专题报告(第121期)：结构分化的宏观经济及再平衡思路,中国人民大学国家发展与战略研究院,,52,1782748800,2026/06/30/,https://www.fxbaogao.com/view?id=5512532,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5459814,主线拥挤后的风格再平衡,华泰证券,建筑建材,6,1780329600,2026/06/02/,https://www.fxbaogao.com/view?id=5459814,5,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5502546,平衡的艺术：大行资负再重构——中国机构配置手册（2026版）之银行资产负债篇,国信证券,金融,118,1782662400,2026/06/29/,https://www.fxbaogao.com/view?id=5502546,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5501781,中国机构配置手册（2026版）之银行资产负债篇平衡的艺术大行资负再重构,国信证券,金融,118,1782662400,2026/06/29/,https://www.fxbaogao.com/view?id=5501781,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5525292,金融工程研究报告：筹码再平衡，科技行情9月再相见,浙商证券,,8,1783785600,2026/07/12/,https://www.fxbaogao.com/view?id=5525292,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5465605,平衡微观顺风与宏观逆风——狭隘的增长乐观情绪与利率压力,高盛,,29,1780502400,2026/06/04/,https://www.fxbaogao.com/view?id=5465605,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5511663,2026年全球白银行业：金银比仍处低位，供需与金融属性如何再平衡（精华版）,头豹研究院,有色金属,17,1783267200,2026/07/06/,https://www.fxbaogao.com/view?id=5511663,3,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5508070,纸浆&胶版印刷纸：供需再平衡的漫长中场---2026年H2纸浆&胶版印刷纸期货半年度行情展望,国泰君安证券,,20,1783008000,2026/07/03/,https://www.fxbaogao.com/view?id=5508070,2,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5549687,把握风格再平衡下金融股机会,华泰证券,金融,22,1784649600,2026/07/22/,https://www.fxbaogao.com/view?id=5549687,5,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5548344,2026全球保险投资调查：再平衡：从收益恢复到规范部署,达信,金融,23,1784563200,2026/07/21/,https://www.fxbaogao.com/view?id=5548344,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5546223,再平衡：从收益率修复到规范化配置——2026全球保险投资调查,美世,金融,23,1784044800,2026/07/15/,https://www.fxbaogao.com/view?id=5546223,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5549304,平衡创新与通胀：多资产策略,高盛,,20,1784476800,2026/07/20/,https://www.fxbaogao.com/view?id=5549304,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5502558,平衡配置以应对波动,华泰证券,,6,1782662400,2026/06/29/,https://www.fxbaogao.com/view?id=5502558,2,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S06,组合再平衡,rejected,5549380,食饮行业-茅台提价解读市场与渠道的再平衡260720,未知机构,,12,1784563200,2026/07/21/,https://www.fxbaogao.com/view?id=5549380,6,0,,,title_missing_required:组合再平衡,no,do_not_use_for_knowledge_cards
S07,回撤控制,accepted,5138693,金融工程深度：2025Q3超额回撤控制：动态风控视角,浙商证券,,15,1762358400,2025/11/06/,https://www.fxbaogao.com/view?id=5138693,6,12,回撤控制,深度;金融工程;回撤,,yes,fetch_paragraph_or_pdf_then_local_rerank
S07,回撤控制,accepted,5272355,主动量化研究系列：指增超额回撤控制：波动率分域视角,浙商证券,金融,14,1771862400,2026/02/24/,https://www.fxbaogao.com/view?id=5272355,6,9,回撤控制,回撤;波动率,,yes,fetch_paragraph_or_pdf_then_local_rerank
S07,回撤控制,accepted,5441627,固收专题研究：哪些基金的回撤控制较好,国联民生证券,金融,14,1778947200,2026/05/17/,https://www.fxbaogao.com/view?id=5441627,6,9,回撤控制,专题;回撤,,yes,fetch_paragraph_or_pdf_then_local_rerank
S07,回撤控制,accepted,5441838,华富基金严律：强于Beta管理、精于回撤控制的FOF专家,华安证券,金融,16,1779897600,2026/05/28/,https://www.fxbaogao.com/view?id=5441838,6,8,回撤控制,回撤,,yes,fetch_paragraph_or_pdf_then_local_rerank
S07,回撤控制,rejected,5421737,敞口自适应模型深度拆解：为什么头部量化回撤更小？,浙商证券,,17,1778774400,2026/05/15/,https://www.fxbaogao.com/view?id=5421737,6,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5540016,银行行业深度报告：银行投资基金动向与机构营销指南（2026年版）,开源证券,金融,57,1784217600,2026/07/17/,https://www.fxbaogao.com/view?id=5540016,6,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5529081,HANET：基于层次化混合频率注意力模型的宏观感知时间序列预测,华安证券,金融,29,1782921600,2026/07/02/,https://www.fxbaogao.com/view?id=5529081,6,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5497228,中外资产管理行业比较研究,国信证券,金融,35,1782403200,2026/06/26/,https://www.fxbaogao.com/view?id=5497228,5,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5479373,固收+基金推荐配置：纯债收益承压下的绝对收益选择,长城证券,金融,60,1780848000,2026/06/08/,https://www.fxbaogao.com/view?id=5479373,6,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5435400,出版行业：克难奋进，蓄势向上,中泰证券,文化传媒,20,1779292800,2026/05/21/,https://www.fxbaogao.com/view?id=5435400,2,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5416250,房地产行业深度报告：地产+AI 工具系列报告之四：从地产投研到交易——OpenClaw的跨界实践（如何训练一只会交易能风控的“龙虾”）,东吴证券,房地产,86,1778601600,2026/05/13/,https://www.fxbaogao.com/view?id=5416250,6,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5356563,因子选股系列之一一八：DFQ-TimesNet：捕捉量价特征周期规律，提升股票收益预测效果,东方证券,有色金属,34,1776268800,2026/04/16/,https://www.fxbaogao.com/view?id=5356563,6,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5557759,中州期货 期市早播07.24,未知机构,,17,1784822400,2026/07/24/,https://www.fxbaogao.com/view?id=5557759,3,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5557577,招商证券 公募基金2026年二季报点评,未知机构,,19,1784736000,2026/07/23/,https://www.fxbaogao.com/view?id=5557577,2,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5555228,拥抱主动投资新工具：富国主动管理ETF投资价值分析,国联民生证券,,14,1784736000,2026/07/23/,https://www.fxbaogao.com/view?id=5555228,3,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5555521,基金深度报告：公募基金2026年2季报梳理及组合品种调整,财信证券,,12,1784736000,2026/07/23/,https://www.fxbaogao.com/view?id=5555521,1,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5557585,智龙资本 智龙资本 VIP年中私享会 乘风观潮 衡势致远,未知机构,,10,1784736000,2026/07/23/,https://www.fxbaogao.com/view?id=5557585,4,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5551395,——2026年可转债中期策略报告：有如荒原寻泉，披沙以拣真金,华创证券,,48,1784649600,2026/07/22/,https://www.fxbaogao.com/view?id=5551395,6,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5555025,北极星线上策略会马年启新两融臻选线上策略会20260722,未知机构,,30,1784649600,2026/07/22/,https://www.fxbaogao.com/view?id=5555025,4,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S07,回撤控制,rejected,5555096,上海证券报 上证零距离 从 被低估 到 被看见 创新药价值的重估之路,未知机构,,21,1784649600,2026/07/22/,https://www.fxbaogao.com/view?id=5555096,6,0,,,title_missing_required:回撤控制,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,accepted,5324624,南华期货2026年宏观及大类资产配置二季度展望：战略主线锚定下的防守反攻,南华期货,,26,1774800000,2026/03/30/,https://www.fxbaogao.com/view?id=5324624,6,16,资产配置;防守,资产配置;防守;配置,,yes,fetch_paragraph_or_pdf_then_local_rerank
S08,资产配置 防守,rejected,5423884,资产配置周报：原油紧张、美债承压，关注科技强势板块及防守方向,东海证券,,26,1778947200,2026/05/17/,https://www.fxbaogao.com/view?id=5423884,6,0,,,title_excluded:周报,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5552616,大跌之后48家私募管理人观点汇总,未知机构,,13,1784649600,2026/07/22/,https://www.fxbaogao.com/view?id=5552616,6,0,,,title_missing_required:资产配置;防守,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5327156,南华期货丨期市早餐2026.03.31,南华期货,,23,1774886400,2026/03/31/,https://www.fxbaogao.com/view?id=5327156,4,0,,,title_missing_required:资产配置;防守,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5315913,融达期货股指期权日报-期权市场分析,华融融达期货,,2,1774195200,2026/03/23/,https://www.fxbaogao.com/view?id=5315913,2,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5481134,AI赋能资产配置(三十八)：Agent赋能开发行业轮动策略,国信证券,金融,18,1781539200,2026/06/16/,https://www.fxbaogao.com/view?id=5481134,6,0,,,title_missing_required:防守,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5439025,策略深度报告：全球流动性交易指南：高频压力指标监测体系与资产配置应用,东吴证券,,33,1779811200,2026/05/27/,https://www.fxbaogao.com/view?id=5439025,6,0,,,title_missing_required:防守,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5522687,广发机械松发股份重视低估值有业绩的防守型资产 202,未知机构,,1,1783526400,2026/07/09/,https://www.fxbaogao.com/view?id=5522687,1,0,,,title_missing_required:资产配置,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5425538,大类资产配置系列（二）：行远自迩：商品ETF配置之道,国泰君安证券,,40,1779033600,2026/05/18/,https://www.fxbaogao.com/view?id=5425538,6,0,,,title_missing_required:防守,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5521302,【广发机械】松发股份：重视低估值+有业绩的防守型资产,未知机构,,1,1783353600,2026/07/07/,https://www.fxbaogao.com/view?id=5521302,1,0,,,title_missing_required:资产配置,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,4856243,资产配置日报：股债都偏防守,华西证券,,4,1747843200,2025/05/22/,https://www.fxbaogao.com/view?id=4856243,2,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5442665,出口强劲、内需待稳下的配置策略：出口拉动定基本面，人民币升值引发资产重估,国投证券(香港),,12,1779897600,2026/05/28/,https://www.fxbaogao.com/view?id=5442665,6,0,,,title_missing_required:资产配置;防守,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5364043,REITs行业26M3月报：短期注重防守，市政环保或有预期差,招商证券,信息技术,13,1776268800,2026/04/16/,https://www.fxbaogao.com/view?id=5364043,6,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5326985,大类资产配置月报第57期：2026年4月：紧缩担忧加剧，拖累全球资产,华安证券,金融,33,1774886400,2026/03/31/,https://www.fxbaogao.com/view?id=5326985,4,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5336848,固定收益定期：债市极致防守，后续如何演进？,国盛证券,,6,1775491200,2026/04/07/,https://www.fxbaogao.com/view?id=5336848,6,0,,,title_missing_required:资产配置,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5513104,融达期货股指期权日报-科技轮动转向防守，隐波高位小幅回补,华融融达期货,,2,1783267200,2026/07/06/,https://www.fxbaogao.com/view?id=5513104,4,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5459494,固收深度报告：从中长债基金超额收益来源探究何种策略更擅“防守” ？,东吴证券,,21,1780329600,2026/06/02/,https://www.fxbaogao.com/view?id=5459494,6,0,,,title_missing_required:资产配置,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5425283,固收深度报告：从短债基金超额收益来源探究何种策略更擅“防守”？,东吴证券,,22,1779033600,2026/05/18/,https://www.fxbaogao.com/view?id=5425283,6,0,,,title_missing_required:资产配置,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5544134,穿越周期，重视红利资产配置价值,广发证券,交通运输,24,1784390400,2026/07/19/,https://www.fxbaogao.com/view?id=5544134,6,0,,,title_missing_required:防守,no,do_not_use_for_knowledge_cards
S08,资产配置 防守,rejected,5501781,中国机构配置手册（2026版）之银行资产负债篇平衡的艺术大行资负再重构,国信证券,金融,118,1782662400,2026/06/29/,https://www.fxbaogao.com/view?id=5501781,6,0,,,title_missing_required:资产配置;防守,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,accepted,5195593,金融工程：AI识图关注通信、红利低波、创业板,广发证券,,22,1765036800,2025/12/07/,https://www.fxbaogao.com/view?id=5195593,3,16,金融工程;红利,金融工程;红利;低波,,yes,fetch_paragraph_or_pdf_then_local_rerank
S09,金融工程 红利,accepted,5337289,金融工程：AI 识图关注银行、金融、公用事业、红利低波 A 股量化择时研究报告,广发证券,金融,22,1774713600,2026/03/29/,https://www.fxbaogao.com/view?id=5337289,4,16,金融工程;红利,金融工程;红利;低波,,yes,fetch_paragraph_or_pdf_then_local_rerank
S09,金融工程 红利,accepted,5544913,金融工程：AI识图关注半导体、能源、红利低波——A股量化择时研究报告,广发证券,,20,1784390400,2026/07/19/,https://www.fxbaogao.com/view?id=5544913,3,16,金融工程;红利,金融工程;红利;低波,,yes,fetch_paragraph_or_pdf_then_local_rerank
S09,金融工程 红利,accepted,5502069,金融工程点评：中证红利指数资金流向择时模型效果点评,太平洋证券,,9,1782576000,2026/06/28/,https://www.fxbaogao.com/view?id=5502069,2,15,金融工程;红利,金融工程;指数;红利,,yes,fetch_paragraph_or_pdf_then_local_rerank
S09,金融工程 红利,accepted,5195591,金融工程：AI识图关注中药、银行和红利,广发证券,,22,1764432000,2025/11/30/,https://www.fxbaogao.com/view?id=5195591,3,14,金融工程;红利,金融工程;红利,,yes,fetch_paragraph_or_pdf_then_local_rerank
S09,金融工程 红利,rejected,5553209,金融工程日报：沪指震荡整理，红利风格走强、算力硬件领跌,国信证券,,16,1784649600,2026/07/22/,https://www.fxbaogao.com/view?id=5553209,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5531134,金融工程日报：沪指单边下行，红利板块逆市飘红,国信证券,,16,1783958400,2026/07/14/,https://www.fxbaogao.com/view?id=5531134,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5350878,金融工程：AI 识图关注证券、保险、酒 A 股量化择时研究报告,广发证券,金融,22,1775404800,2026/04/06/,https://www.fxbaogao.com/view?id=5350878,3,0,,,title_missing_required:红利,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5096102,金融工程日报：沪指缩量震荡，红利风格走强,国信证券,金融,15,1760630400,2025/10/17/,https://www.fxbaogao.com/view?id=5096102,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5548118,每日报告精选（2026-07-20 09:00——2026-07-21 15:00）,国泰海通证券,,20,1784563200,2026/07/21/,https://www.fxbaogao.com/view?id=5548118,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5534357,每日报告精选（2026-07-13 09:00——2026-07-14 15:00）,国泰海通证券,,22,1783958400,2026/07/14/,https://www.fxbaogao.com/view?id=5534357,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5513868,国泰海通每日报告精选,国泰海通证券,,25,1783353600,2026/07/07/,https://www.fxbaogao.com/view?id=5513868,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5505788,国泰海通晨报,国泰海通证券,,12,1782921600,2026/07/02/,https://www.fxbaogao.com/view?id=5505788,6,0,,,title_missing_required:金融工程;红利,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5517354,国泰海通晨报,国泰海通证券,,25,1783008000,2026/07/03/,https://www.fxbaogao.com/view?id=5517354,6,0,,,title_missing_required:金融工程;红利,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5505854,国泰海通每日报告精选,国泰海通证券,,14,1782921600,2026/07/02/,https://www.fxbaogao.com/view?id=5505854,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5505577,每日报告精选（2026-06-30至2026-07-01）,国泰海通证券,,19,1782835200,2026/07/01/,https://www.fxbaogao.com/view?id=5505577,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5491849,每日报告精选,国泰海通证券,,23,1782144000,2026/06/23/,https://www.fxbaogao.com/view?id=5491849,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5484638,国泰海通晨会（2026年6月17日）,国泰海通证券,建筑建材,10,1781625600,2026/06/17/,https://www.fxbaogao.com/view?id=5484638,6,0,,,title_excluded:晨会,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5483358,每日报告精选（2026-06-16 09:00——2026-06-17 15:00）,国泰海通证券,,14,1781625600,2026/06/17/,https://www.fxbaogao.com/view?id=5483358,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S09,金融工程 红利,rejected,5481473,每日报告精选,国泰海通证券,,23,1781539200,2026/06/16/,https://www.fxbaogao.com/view?id=5481473,6,0,,,title_excluded:日报,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,accepted,5534814,食品饮料行业7月ETF策略：淡季基本面平稳，关注风格再平衡,金融街证券,,18,1784044800,2026/07/15/,https://www.fxbaogao.com/view?id=5534814,6,16,ETF;再平衡,策略;ETF;再平衡,,yes,fetch_paragraph_or_pdf_then_local_rerank
S10,ETF 再平衡,accepted,5270199,桥水4Q25调仓：攻守再平衡：继续增配宽基ETF和科技，重新配置黄金避险,海通国际,建筑建材,12,1771084800,2026/02/15/,https://www.fxbaogao.com/view?id=5270199,5,15,ETF;再平衡,ETF;再平衡;配置,,yes,fetch_paragraph_or_pdf_then_local_rerank
S10,ETF 再平衡,accepted,5477573,亚洲投资组合策略：韩国与台湾市场的杠杆放大器——杠杆ETF流动、做市商伽马再平衡与零售保证金动态,高盛,,9,1781366400,2026/06/14/,https://www.fxbaogao.com/view?id=5477573,6,15,ETF;再平衡,策略;ETF;再平衡,,yes,fetch_paragraph_or_pdf_then_local_rerank
S10,ETF 再平衡,accepted,5545741,股指：宽基ETF流入稳市，双重风险担忧推动再平衡,广发期货,,2,1784476800,2026/07/20/,https://www.fxbaogao.com/view?id=5545741,4,15,ETF;再平衡,ETF;风险;再平衡,,yes,fetch_paragraph_or_pdf_then_local_rerank
S10,ETF 再平衡,rejected,5529229,ETF资产配置月报：结构分化下的配置再平衡,东方证券,,28,1783872000,2026/07/13/,https://www.fxbaogao.com/view?id=5529229,6,0,,,title_excluded:月报,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5525292,金融工程研究报告：筹码再平衡，科技行情9月再相见,浙商证券,,8,1783785600,2026/07/12/,https://www.fxbaogao.com/view?id=5525292,6,0,,,title_missing_required:ETF,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5252561,本周策略观点0202风偏下降风格平衡节前震荡向上趋势仍在化工ETF1,未知机构,,1,1770048000,2026/02/03/,https://www.fxbaogao.com/view?id=5252561,6,0,,,title_missing_required:再平衡,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5501781,中国机构配置手册（2026版）之银行资产负债篇平衡的艺术大行资负再重构,国信证券,金融,118,1782662400,2026/06/29/,https://www.fxbaogao.com/view?id=5501781,5,0,,,title_missing_required:ETF;再平衡,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5502546,平衡的艺术：大行资负再重构——中国机构配置手册（2026版）之银行资产负债篇,国信证券,金融,118,1782662400,2026/06/29/,https://www.fxbaogao.com/view?id=5502546,5,0,,,title_missing_required:ETF;再平衡,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5545281,基本面能否支撑港股再平衡交易进阶,华泰证券,,15,1784476800,2026/07/20/,https://www.fxbaogao.com/view?id=5545281,3,0,,,title_missing_required:ETF,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,100128023,ETF|新平衡状态下业绩弹性回归主线,中信证券,信息技术,,1777996800,2026/05/06/,https://www.fxbaogao.com/view?id=100128023,0,0,,,title_missing_required:再平衡,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5547850,基本面能否支撑H股再平衡？,华泰证券,,6,1784563200,2026/07/21/,https://www.fxbaogao.com/view?id=5547850,3,0,,,title_missing_required:ETF,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5521955,002 2026年3季度策略报告K型分化科技主线不变注意再平衡20260709,未知机构,,1,1783526400,2026/07/09/,https://www.fxbaogao.com/view?id=5521955,4,0,,,title_missing_required:ETF,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5521805,金圆统一2026年3季度策略报告K型分化，科技主线不变，注意再平衡,未知机构,,20,1783440000,2026/07/08/,https://www.fxbaogao.com/view?id=5521805,6,0,,,title_missing_required:ETF,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5521460,002 2026年3季度策略报告K型分化科技主线不变注意再平衡20260709 导读,未知机构,,13,1783526400,2026/07/09/,https://www.fxbaogao.com/view?id=5521460,6,0,,,title_missing_required:ETF,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5485397,基金选品系列研究之八：十问指数增强ETF,华泰证券,基础化工,23,1781712000,2026/06/18/,https://www.fxbaogao.com/view?id=5485397,6,0,,,title_missing_required:再平衡,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5465221,债市专题研究：固收+视角下的行业风格再平衡,浙商证券,,11,1780761600,2026/06/07/,https://www.fxbaogao.com/view?id=5465221,4,0,,,title_missing_required:ETF,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5477152,ETF配置系列（七）：海内外主动ETF发展趋势及布局方向研究,国泰海通证券,信息技术,32,1779292800,2026/05/21/,https://www.fxbaogao.com/view?id=5477152,6,0,,,title_missing_required:再平衡,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5543655,本周策略观点0720 PH解盘追踪 港股通金融ETF鹏华158000正在发售中 抄底先看159,未知机构,,2,1784476800,2026/07/20/,https://www.fxbaogao.com/view?id=5543655,2,0,,,title_missing_required:再平衡,no,do_not_use_for_knowledge_cards
S10,ETF 再平衡,rejected,5537929,美国对伊朗发动新一轮打击，韩国收紧个股杠杆ETF门槛,东证期货,,12,1784217600,2026/07/17/,https://www.fxbaogao.com/view?id=5537929,6,0,,,title_missing_required:再平衡,no,do_not_use_for_knowledge_cards
