canonical_model_id,display_name,family,role,status,parent_model,formal_backtest_start,formal_backtest_end,validation_window,validation_independent,daily_nav_or_returns_available,alpha_beta_ir_computable,primary_benchmark,economic_exposure_benchmark,evidence_paths,supersedes_or_alias_of
v5c_bank_power_financial_report_pit_panel,v5c_bank_power_financial_report_pit_panel,sector_strategy_or_research,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_bank_power_financial_report_pit_panel\current\v5c_bank_power_financial_report_pit_panel_summary.json,
v5c_bank_power_industry_factor_weight_test,v5c_bank_power_industry_factor_weight_test,sector_strategy_or_research,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_bank_power_industry_factor_weight_test\current\v5c_bank_power_industry_factor_summary.json,
v5c_bank_power_single_factor_cross_section_test,v5c_bank_power_single_factor_cross_section_test,sector_strategy_or_research,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_bank_power_single_factor_cross_section_test\current\v5c_bank_power_single_factor_summary.json,
v5c_bank_power_v5f_attribution,v5c_bank_power_v5f_attribution,sector_strategy_or_research,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_bank_power_v5f_attribution\current\v5c_bank_power_v5f_attribution_summary.json,
v5c_bank_special_mention_pre2021_train_test,v5c_bank_special_mention_pre2021_train_test,sector_strategy_or_research,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_bank_special_mention_pre2021_train_test\current\v5c_bank_special_mention_pre2021_summary.json,
v5c_closeout,v5c_closeout,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_closeout\current\v5c_closeout_summary.json,
v5c_closeout_defense_addendum,v5c_closeout_defense_addendum,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_closeout_defense_addendum\current\v5c_defense_addendum_summary.json,
v5c_continuation_decision,v5c_continuation_decision,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_continuation_decision\current\v5c_continuation_decision_summary.json,
v5c_core_infra_cashflow_field_repair,v5c_core_infra_cashflow_field_repair,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_core_infra_cashflow_field_repair\current\v5c_core_infra_cashflow_field_repair_summary.json,
v5c_cross_sector_pre2021_factor_screen,v5c_cross_sector_pre2021_factor_screen,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_cross_sector_pre2021_factor_screen\current\v5c_cross_sector_pre2021_summary.json,
v5c_cycle_sector_data_gate_queue,v5c_cycle_sector_data_gate_queue,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_cycle_sector_data_gate_queue\current\v5c_cycle_sector_data_gate_summary.json,
v5c_defense_overlay_exploration,v5c_defense_overlay_exploration,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,v57f_startup_preload_repaired_baseline,static_proxy_basket_not_separately_available,v5c_defense_overlay_exploration\current\v5c_defense_overlay_exploration_summary.json,
v5c_defense_overlay_formal_validation,v5c_defense_overlay_formal_validation,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,v57f_startup_preload_repaired_baseline,static_proxy_basket_not_separately_available,v5c_defense_overlay_formal_validation\current\v5c_defense_fallback_formal_validation_summary.json,
v5c_defense_overlay_pm_quant_review,v5c_defense_overlay_pm_quant_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_defense_overlay_pm_quant_review\current\v5c_defense_fallback_pm_quant_review_summary.json,
v5c_erc_formal_validation,v5c_erc_formal_validation,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_erc_formal_validation\current\v5c_erc_formal_validation_summary.json,
v5c_erc_forward_paper_tracking,v5c_erc_forward_paper_tracking,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_erc_forward_paper_tracking\current\v5c_erc_forward_paper_tracking_summary.json,
v5c_erc_pm_quant_review,v5c_erc_pm_quant_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_erc_pm_quant_review\current\v5c_erc_pm_quant_review_summary.json,
v5c_final_archive,v5c_final_archive,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_final_archive\current\v5c_final_archive_summary.json,
v5c_financial_statement_expectation_layer,v5c_financial_statement_expectation_layer,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_financial_statement_expectation_layer\current\v5c_financial_expectation_summary.json,
v5c_fixed_rule_risk_budget_spec,v5c_fixed_rule_risk_budget_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_fixed_rule_risk_budget_spec\current\v5c_fixed_rule_risk_budget_spec_summary.json,
v5c_forward_financial_statement_tracking,v5c_forward_financial_statement_tracking,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_forward_financial_statement_tracking\current\v5c_forward_financial_statement_tracking_summary.json,
v5c_highway_capex_fcf_small_original_page_review,v5c_highway_capex_fcf_small_original_page_review,sector_strategy_or_research,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_highway_capex_fcf_small_original_page_review\current\v5c_highway_capex_fcf_review_summary.json,
v5c_highway_ocf_risk_cap_rule_freeze,v5c_highway_ocf_risk_cap_rule_freeze,sector_strategy_or_research,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_highway_ocf_risk_cap_rule_freeze\current\v5c_highway_ocf_risk_cap_rule_freeze_summary.json,
v5c_highway_ocf_risk_cap_v1_limited_engineering,v5c_highway_ocf_risk_cap_v1_limited_engineering,sector_strategy_or_research,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_highway_ocf_risk_cap_v1_limited_engineering\current\v5c_highway_ocf_risk_cap_limited_summary.json,
v5c_industry_knowledge_base_bank_power_p0,v5c_industry_knowledge_base_bank_power_p0,sector_strategy_or_research,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_industry_knowledge_base_bank_power_p0\current\v5c_industry_knowledge_summary.json,
v5c_infra_capex_original_statement_extraction,v5c_infra_capex_original_statement_extraction,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_infra_capex_original_statement_extraction\current\v5c_infra_capex_original_statement_summary.json,
v5c_infra_ocf_quality_fixed_rule_quant_spec,v5c_infra_ocf_quality_fixed_rule_quant_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_infra_ocf_quality_fixed_rule_quant_spec\current\v5c_infra_ocf_quality_fixed_rule_spec_summary.json,
v5c_key_metric_confidence_tilt_overlay,v5c_key_metric_confidence_tilt_overlay,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_key_metric_confidence_tilt_overlay\current\v5c_key_metric_confidence_tilt_summary.json,
v5c_key_weight_metric_prediction,v5c_key_weight_metric_prediction,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_key_weight_metric_prediction\current\v5c_key_weight_metric_prediction_summary.json,
v5c_low_capital_version_handoff,v5c_low_capital_version_handoff,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_low_capital_version_handoff\current\v5c_low_capital_version_handoff_summary.json,
v5c_overheat_no_new_overweight_limited_engineering,v5c_overheat_no_new_overweight_limited_engineering,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_overheat_no_new_overweight_limited_engineering\current\v5c_overheat_no_new_overweight_summary.json,
v5c_overheat_overlay_pm_quant_spec,v5c_overheat_overlay_pm_quant_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_overheat_overlay_pm_quant_spec\current\v5c_overheat_overlay_pm_quant_spec_summary.json,
v5c_overlay_engineering_comparison,v5c_overlay_engineering_comparison,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_overlay_engineering_comparison\current\v5c_overlay_engineering_summary.json,
v5c_overlay_hypothesis_admission,v5c_overlay_hypothesis_admission,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_overlay_hypothesis_admission\current\v5c_overlay_hypothesis_admission_summary.json,
v5c_overlay_quant_spec,v5c_overlay_quant_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_overlay_quant_spec\current,
v5c_p0_local_data_gate,v5c_p0_local_data_gate,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,v5c_p0_local_data_gate\current\v5c_p0_local_data_gate_summary.json,
v5c_p1_financial_quality_pit_panel,v5c_p1_financial_quality_pit_panel,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_p1_financial_quality_pit_panel\current\v5c_p1_financial_quality_summary.json,
v5c_p2_valuation_and_crowding_state_panel,v5c_p2_valuation_and_crowding_state_panel,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_p2_valuation_and_crowding_state_panel\current\v5c_p2_valuation_crowding_summary.json,
v5c_p3_state_governance_quant_spec,v5c_p3_state_governance_quant_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_p3_state_governance_quant_spec\current\v5c_p3_state_governance_summary.json,
v5c_p4_state_forward_observation_packet,v5c_p4_state_forward_observation_packet,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_p4_state_forward_observation_packet\current\v5c_p4_state_forward_observation_summary.json,
v5c_power_specialist_combo_deep_dive,v5c_power_specialist_combo_deep_dive,sector_strategy_or_research,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_power_specialist_combo_deep_dive\current\v5c_power_combo_summary.json,
v5c_profit_taking_overheat_overlay,v5c_profit_taking_overheat_overlay,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_profit_taking_overheat_overlay\current\v5c_profit_taking_overheat_summary.json,
v5c_risk_budget_overlay_engineering_comparison,v5c_risk_budget_overlay_engineering_comparison,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,v57f_startup_preload_repaired_baseline,static_proxy_basket_not_separately_available,v5c_risk_budget_overlay_engineering_comparison\current\v5c_risk_budget_engineering_summary.json,
v5c_sidecar_observation_enhancement,v5c_sidecar_observation_enhancement,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5c_sidecar_observation_enhancement\current\v5c_sidecar_observation_summary.json,
v5c_sleeve_level_risk_attribution,v5c_sleeve_level_risk_attribution,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5c_sleeve_level_risk_attribution\current\v5c_sleeve_level_risk_attribution_summary.json,
v5c_sleeve_weighting_diagnostic,v5c_sleeve_weighting_diagnostic,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,v5c_sleeve_weighting_diagnostic\current\v5c_sleeve_weighting_summary.json,
v5c_sleeve_weighting_rigorous_test,v5c_sleeve_weighting_rigorous_test,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,v5c_sleeve_weighting_rigorous_test\current\v5c_sleeve_weighting_rigorous_summary.json,
v5c_topx_capital_rigorous_test,v5c_topx_capital_rigorous_test,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,v5c_topx_capital_rigorous_test\current\v5c_topx_capital_rigorous_summary.json,
v5d_baostock_5min_data_gate,v5d_baostock_5min_data_gate,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_baostock_5min_data_gate\current\v5d_baostock_5min_data_gate_summary.json,
v5d_closeout,v5d_closeout,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_closeout\current\v5d_closeout_summary.json,
v5d_free_minute_source_audit,v5d_free_minute_source_audit,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_free_minute_source_audit\current\v5d_free_source_audit_summary.json,
v5d_l2_conservative_slippage_spec,v5d_l2_conservative_slippage_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_l2_conservative_slippage_spec\current\v5d_l2_conservative_slippage_summary.json,
v5d_l2_execution_cost_broker_paper_review,v5d_l2_execution_cost_broker_paper_review,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_l2_execution_cost_broker_paper_review\current\v5d_l2_broker_paper_review_summary.json,
v5d_l2_liquidity_instant_fill_review,v5d_l2_liquidity_instant_fill_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_l2_liquidity_instant_fill_review\current\v5d_l2_liquidity_instant_fill_summary.json,
v5d_l2_order_scheduling_pm_quant_review,v5d_l2_order_scheduling_pm_quant_review,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_l2_order_scheduling_pm_quant_review\current\v5d_l2_pm_quant_review_summary.json,
v5d_l3_1_unfilled_remediation,v5d_l3_1_unfilled_remediation,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_l3_1_unfilled_remediation\current\v5d_l3_1_unfilled_remediation_summary.json,
v5d_l3_intraday_execution_engineering,v5d_l3_intraday_execution_engineering,execution_or_platform,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,v5d_l3_intraday_execution_engineering\current\v5d_l3_engineering_summary.json,
v5d_l3_intraday_execution_policy_spec,v5d_l3_intraday_execution_policy_spec,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_l3_intraday_execution_policy_spec\current\v5d_l3_intraday_execution_policy_summary.json,
v5d_l3_pm_quant_review,v5d_l3_pm_quant_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_l3_pm_quant_review\current\v5d_l3_pm_quant_review_summary.json,
v5d_l4_rebalance_neighborhood_order_completion,v5d_l4_rebalance_neighborhood_order_completion,execution_or_platform,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,v5d_l4_rebalance_neighborhood_order_completion\current\v5d_l4_cost_closeout_summary.json,
v5d_minute_execution_audit,v5d_minute_execution_audit,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_minute_execution_audit\current\v5d_minute_execution_summary.json,
v5d_minute_execution_robustness,v5d_minute_execution_robustness,execution_or_platform,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,v5d_minute_execution_robustness\current\v5d_minute_execution_robustness_summary.json,
v5d_order_scheduling_engineering_test,v5d_order_scheduling_engineering_test,execution_or_platform,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,v5d_order_scheduling_engineering_test\current\v5d_l2_engineering_summary.json,
v5d_order_scheduling_policy_spec,v5d_order_scheduling_policy_spec,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_order_scheduling_policy_spec\current\v5d_order_scheduling_policy_summary.json,
v5d_yixin_api_capability_probe,v5d_yixin_api_capability_probe,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5d_yixin_api_capability_probe\current\v5d_yixin_api_capability_summary.json,
v5e_511360_cash_proxy_forward_stress_packet,v5e_511360_cash_proxy_forward_stress_packet,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_511360_cash_proxy_forward_stress_packet\current\v5e_511360_forward_stress_summary.json,
v5e_511360_cash_proxy_limited_engineering,v5e_511360_cash_proxy_limited_engineering,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5e_511360_cash_proxy_limited_engineering\current\v5e_511360_cash_proxy_summary.json,
v5e_511360_cash_proxy_limited_engineering_spec,v5e_511360_cash_proxy_limited_engineering_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_511360_cash_proxy_limited_engineering_spec\current\v5e_511360_cash_proxy_spec_summary.json,
v5e_511360_cash_proxy_pm_quant_review,v5e_511360_cash_proxy_pm_quant_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_511360_cash_proxy_pm_quant_review\current\v5e_511360_pm_quant_review_summary.json,
v5e_511360_forward_paper_tracking,v5e_511360_forward_paper_tracking,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_511360_forward_paper_tracking\current\v5e_511360_forward_tracking_summary.json,
v5e_511360_pit_data_audit,v5e_511360_pit_data_audit,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_511360_pit_data_audit\current\v5e_511360_pit_data_audit_summary.json,
v5e_capital_sensitivity_test,v5e_capital_sensitivity_test,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5e_capital_sensitivity_test\current\v5e_capital_sensitivity_summary.json,
v5e_cash_drag_robustness_packet,v5e_cash_drag_robustness_packet,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_cash_drag_robustness_packet\current\v5e_cash_drag_robustness_summary.json,
v5e_cash_policy_review,v5e_cash_policy_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_cash_policy_review\current\v5e_cash_policy_review_summary.json,
v5e_cash_proxy_asset_data_gate,v5e_cash_proxy_asset_data_gate,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_cash_proxy_asset_data_gate\current\v5e_cash_proxy_asset_data_gate_summary.json,
v5e_daily_momentum_diagnostic_addendum,v5e_daily_momentum_diagnostic_addendum,momentum_overlay,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5e_daily_momentum_diagnostic_addendum\current\v5e_daily_momentum_summary.json,
v5e_formal_validation_forward_packet,v5e_formal_validation_forward_packet,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_formal_validation_forward_packet\current\v5e_formal_validation_summary.json,
v5e_forward_paper_continuation_v5f_prep,v5e_forward_paper_continuation_v5f_prep,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_forward_paper_continuation_v5f_prep\current\v5e_continuation_summary.json,
v5e_forward_paper_daily_packet,v5e_forward_paper_daily_packet,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_forward_paper_daily_packet\current\v5e_forward_daily_summary.json,
v5e_full_holding_5min_data_gate,v5e_full_holding_5min_data_gate,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_full_holding_5min_data_gate\current\v5e_full_holding_5min_summary.json,
v5e_full_holding_5min_momentum_research,v5e_full_holding_5min_momentum_research,momentum_overlay,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_full_holding_5min_momentum_research\current\v5e_momentum_research_summary.json,
v5e_full_holding_rolling_intraday_research,v5e_full_holding_rolling_intraday_research,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_full_holding_rolling_intraday_research\current\v5e_full_intraday_summary.json,
v5e_full_intraday_nav_engineering_test,v5e_full_intraday_nav_engineering_test,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5e_full_intraday_nav_engineering_test\current\v5e_full_intraday_nav_summary.json,
v5e_historical_closeout_governance_packet,v5e_historical_closeout_governance_packet,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_historical_closeout_governance_packet\current\v5e_historical_closeout_summary.json,
v5e_holding_period_exit_pm_review,v5e_holding_period_exit_pm_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_holding_period_exit_pm_review\current\v5e_pm_review_summary.json,
